Measure,Metric,Risk,Cause,Location,Age,Sex,Year,Value,Upper,Lower
DALYs,Rate,Ambient particulate matter pollution,All causes,Denmark,Age-standardized,Females,1990,707.47,1161.25,293.64
DALYs,Rate,Ambient particulate matter pollution,All causes,Ukraine,Age-standardized,Males,1990,2661.13,4141.15,1312.61
DALYs,Rate,Ambient particulate matter pollution,All causes,Ukraine,Age-standardized,Females,1990,1363.22,2098.74,679.40
DALYs,Rate,Ambient particulate matter pollution,All causes,Poland,Age-standardized,Males,1990,3288.61,4658.07,1897.63
DALYs,Rate,Ambient particulate matter pollution,All causes,Poland,Age-standardized,Females,1990,1388.30,1979.28,807.24
DALYs,Rate,Ambient particulate matter pollution,All causes,Croatia,Age-standardized,Males,2019,1053.35,1352.05,786.59
DALYs,Rate,Ambient particulate matter pollution,All causes,Croatia,Age-standardized,Females,2019,539.37,676.95,410.22
DALYs,Rate,Ambient particulate matter pollution,All causes,Hungary,Age-standardized,Males,2019,1188.70,1494.22,906.50
DALYs,Rate,Ambient particulate matter pollution,All causes,Hungary,Age-standardized,Females,2019,627.33,788.68,480.02
DALYs,Rate,Ambient particulate matter pollution,All causes,Czechia,Age-standardized,Males,2019,940.65,1187.16,723.75
DALYs,Rate,Ambient particulate matter pollution,All causes,Czechia,Age-standardized,Females,2019,502.71,636.77,385.53
DALYs,Rate,Ambient particulate matter pollution,All causes,Russian Federation,Age-standardized,Males,2019,1106.51,1637.03,625.80
DALYs,Rate,Ambient particulate matter pollution,All causes,Russian Federation,Age-standardized,Females,2019,508.39,738.59,291.34
DALYs,Rate,Ambient particulate matter pollution,All causes,Republic of Moldova,Age-standardized,Males,2019,1255.94,1828.57,741.38
DALYs,Rate,Ambient particulate matter pollution,All causes,Republic of Moldova,Age-standardized,Females,2019,649.57,946.52,387.17
DALYs,Rate,Ambient particulate matter pollution,All causes,Ukraine,Age-standardized,Males,2019,2048.27,2982.55,1237.72
DALYs,Rate,Ambient particulate matter pollution,All causes,Ukraine,Age-standardized,Females,2019,839.66,1236.57,509.44
DALYs,Rate,Ambient particulate matter pollution,All causes,France,Age-standardized,Males,2019,305.37,397.35,217.59
DALYs,Rate,Ambient particulate matter pollution,All causes,France,Age-standardized,Females,2019,147.37,198.78,103.24
DALYs,Rate,Ambient particulate matter pollution,All causes,Greece,Age-standardized,Males,2019,714.45,879.94,550.26
DALYs,Rate,Ambient particulate matter pollution,All causes,Greece,Age-standardized,Females,2019,348.66,434.64,267.88
DALYs,Rate,Ambient particulate matter pollution,All causes,Germany,Age-standardized,Males,2019,427.69,548.88,313.04
DALYs,Rate,Ambient particulate matter pollution,All causes,Germany,Age-standardized,Females,2019,249.86,325.25,178.92
DALYs,Rate,Ambient particulate matter pollution,All causes,Iceland,Age-standardized,Males,2019,91.78,179.67,21.10
DALYs,Rate,Ambient particulate matter pollution,All causes,Iceland,Age-standardized,Females,2019,52.43,105.09,11.12
DALYs,Rate,Ambient particulate matter pollution,All causes,United Kingdom,Age-standardized,Males,2019,346.91,465.21,238.21
DALYs,Rate,Ambient particulate matter pollution,All causes,United Kingdom,Age-standardized,Females,2019,219.07,295.40,149.96
DALYs,Rate,Ambient particulate matter pollution,All causes,Monaco,Age-standardized,Males,2019,446.14,654.33,263.47
DALYs,Rate,Ambient particulate matter pollution,All causes,Monaco,Age-standardized,Females,2019,257.59,384.31,149.97
DALYs,Rate,Ambient particulate matter pollution,All causes,Serbia,Age-standardized,Males,2019,1835.86,2313.43,1415.45
DALYs,Rate,Ambient particulate matter pollution,All causes,Serbia,Age-standardized,Females,2019,1150.81,1420.70,895.24
DALYs,Rate,Ambient particulate matter pollution,All causes,Slovenia,Age-standardized,Males,2019,606.96,796.07,449.70
DALYs,Rate,Ambient particulate matter pollution,All causes,Slovenia,Age-standardized,Females,2019,298.17,380.31,223.41
DALYs,Rate,Ambient particulate matter pollution,All causes,Netherlands,Age-standardized,Males,2019,371.23,475.31,272.55
DALYs,Rate,Ambient particulate matter pollution,All causes,Netherlands,Age-standardized,Females,2019,251.71,329.29,181.21
DALYs,Rate,Ambient particulate matter pollution,All causes,Luxembourg,Age-standardized,Males,2019,292.19,401.16,192.61
DALYs,Rate,Ambient particulate matter pollution,All causes,Luxembourg,Age-standardized,Females,2019,167.39,232.11,108.10
DALYs,Rate,Ambient particulate matter pollution,All causes,Austria,Age-standardized,Males,2019,385.14,490.10,285.36
DALYs,Rate,Ambient particulate matter pollution,All causes,Austria,Age-standardized,Females,2019,217.26,283.21,157.78
DALYs,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,Age-standardized,Males,2019,1809.85,2297.69,1366.74
DALYs,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,Age-standardized,Females,2019,1069.79,1360.16,803.79
DALYs,Rate,Ambient particulate matter pollution,All causes,Estonia,Age-standardized,Males,2019,196.50,353.93,68.81
DALYs,Rate,Ambient particulate matter pollution,All causes,Estonia,Age-standardized,Females,2019,93.66,160.77,40.35
DALYs,Rate,Ambient particulate matter pollution,All causes,Slovakia,Age-standardized,Males,2019,1183.35,1535.14,871.58
DALYs,Rate,Ambient particulate matter pollution,All causes,Slovakia,Age-standardized,Females,2019,614.36,777.19,469.78
DALYs,Rate,Ambient particulate matter pollution,All causes,Montenegro,Age-standardized,Males,2019,1719.65,2144.72,1316.67
DALYs,Rate,Ambient particulate matter pollution,All causes,Montenegro,Age-standardized,Females,2019,979.08,1208.62,743.36
DALYs,Rate,Ambient particulate matter pollution,All causes,Ireland,Age-standardized,Males,2019,201.57,304.53,104.46
DALYs,Rate,Ambient particulate matter pollution,All causes,Ireland,Age-standardized,Females,2019,126.55,194.76,64.77
DALYs,Rate,Ambient particulate matter pollution,All causes,Italy,Age-standardized,Males,2019,473.69,574.07,379.03
DALYs,Rate,Ambient particulate matter pollution,All causes,Italy,Age-standardized,Females,2019,257.11,315.61,203.30
DALYs,Rate,Ambient particulate matter pollution,All causes,Portugal,Age-standardized,Males,2019,253.02,367.95,148.65
DALYs,Rate,Ambient particulate matter pollution,All causes,Portugal,Age-standardized,Females,2019,138.54,205.03,80.88
DALYs,Rate,Ambient particulate matter pollution,All causes,Denmark,Age-standardized,Males,2019,295.99,411.90,185.13
DALYs,Rate,Ambient particulate matter pollution,All causes,Denmark,Age-standardized,Females,2019,207.62,295.32,129.10
DALYs,Rate,Ambient particulate matter pollution,All causes,Malta,Age-standardized,Males,2019,500.05,651.84,366.67
DALYs,Rate,Ambient particulate matter pollution,All causes,Malta,Age-standardized,Females,2019,274.92,370.89,190.22
DALYs,Rate,Ambient particulate matter pollution,All causes,Spain,Age-standardized,Males,2019,295.33,399.18,198.34
DALYs,Rate,Ambient particulate matter pollution,All causes,Spain,Age-standardized,Females,2019,140.77,195.63,92.33
DALYs,Rate,Ambient particulate matter pollution,All causes,Lithuania,Age-standardized,Males,2019,705.48,1006.29,460.36
DALYs,Rate,Ambient particulate matter pollution,All causes,Lithuania,Age-standardized,Females,2019,302.88,423.62,202.42
DALYs,Rate,Ambient particulate matter pollution,All causes,Andorra,Age-standardized,Males,2019,236.45,360.04,129.72
DALYs,Rate,Ambient particulate matter pollution,All causes,Andorra,Age-standardized,Females,2019,126.17,196.45,66.72
DALYs,Rate,Ambient particulate matter pollution,All causes,Norway,Age-standardized,Males,2019,118.27,200.93,48.64
DALYs,Rate,Ambient particulate matter pollution,All causes,Norway,Age-standardized,Females,2019,80.73,136.16,35.28
DALYs,Rate,Ambient particulate matter pollution,All causes,Belgium,Age-standardized,Males,2019,443.23,557.11,333.85
DALYs,Rate,Ambient particulate matter pollution,All causes,Belgium,Age-standardized,Females,2019,253.77,324.23,188.14
DALYs,Rate,Ambient particulate matter pollution,All causes,Albania,Age-standardized,Males,2019,1097.41,1482.22,791.64
DALYs,Rate,Ambient particulate matter pollution,All causes,Albania,Age-standardized,Females,2019,602.46,807.83,431.98
DALYs,Rate,Ambient particulate matter pollution,All causes,Switzerland,Age-standardized,Males,2019,226.35,317.96,146.93
DALYs,Rate,Ambient particulate matter pollution,All causes,Switzerland,Age-standardized,Females,2019,141.06,204.62,86.40
DALYs,Rate,Ambient particulate matter pollution,All causes,Bulgaria,Age-standardized,Males,2019,2007.44,2563.11,1533.33
DALYs,Rate,Ambient particulate matter pollution,All causes,Bulgaria,Age-standardized,Females,2019,1002.89,1257.63,767.73
DALYs,Rate,Ambient particulate matter pollution,All causes,Romania,Age-standardized,Males,2019,1269.79,1606.48,972.31
DALYs,Rate,Ambient particulate matter pollution,All causes,Romania,Age-standardized,Females,2019,643.79,806.56,498.28
DALYs,Rate,Ambient particulate matter pollution,All causes,North Macedonia,Age-standardized,Males,2019,2503.24,3138.47,1932.53
DALYs,Rate,Ambient particulate matter pollution,All causes,North Macedonia,Age-standardized,Females,2019,1676.99,2105.39,1293.70
DALYs,Rate,Ambient particulate matter pollution,All causes,Poland,Age-standardized,Males,2019,1334.87,1708.63,1051.07
DALYs,Rate,Ambient particulate matter pollution,All causes,Poland,Age-standardized,Females,2019,625.93,770.27,494.01
DALYs,Rate,Ambient particulate matter pollution,All causes,Latvia,Age-standardized,Males,2019,873.85,1223.05,597.40
DALYs,Rate,Ambient particulate matter pollution,All causes,Latvia,Age-standardized,Females,2019,417.98,580.97,280.56
DALYs,Rate,Ambient particulate matter pollution,All causes,Belarus,Age-standardized,Males,2019,1819.37,2501.97,1261.15
DALYs,Rate,Ambient particulate matter pollution,All causes,Belarus,Age-standardized,Females,2019,744.09,1006.59,522.92
DALYs,Rate,Ambient particulate matter pollution,All causes,Cyprus,Age-standardized,Males,2019,665.30,837.80,511.35
DALYs,Rate,Ambient particulate matter pollution,All causes,Cyprus,Age-standardized,Females,2019,350.27,448.47,263.58
DALYs,Rate,Ambient particulate matter pollution,All causes,Sweden,Age-standardized,Males,2019,86.51,163.81,24.57
DALYs,Rate,Ambient particulate matter pollution,All causes,Sweden,Age-standardized,Females,2019,59.60,113.49,17.34
DALYs,Rate,Ambient particulate matter pollution,All causes,Finland,Age-standardized,Males,2019,99.65,195.63,22.50
DALYs,Rate,Ambient particulate matter pollution,All causes,Finland,Age-standardized,Females,2019,53.79,108.98,11.66
DALYs,Rate,Ambient particulate matter pollution,All causes,San Marino,Age-standardized,Males,2019,264.14,457.63,113.50
DALYs,Rate,Ambient particulate matter pollution,All causes,San Marino,Age-standardized,Females,2019,158.57,279.70,67.28
Deaths,Rate,Ambient ozone pollution,All causes,Iceland,Age-standardized,Males,1990,0.43,0.91,0.13
Deaths,Rate,Ambient ozone pollution,All causes,Iceland,Age-standardized,Females,1990,0.35,0.73,0.10
Deaths,Rate,Ambient ozone pollution,All causes,Bulgaria,Age-standardized,Males,1990,4.69,7.42,2.13
Deaths,Rate,Ambient ozone pollution,All causes,Bulgaria,Age-standardized,Females,1990,2.05,3.26,0.92
Deaths,Rate,Ambient ozone pollution,All causes,Slovenia,Age-standardized,Males,1990,5.49,9.28,2.41
Deaths,Rate,Ambient ozone pollution,All causes,Slovenia,Age-standardized,Females,1990,1.19,2.06,0.51
Deaths,Rate,Ambient ozone pollution,All causes,Albania,Age-standardized,Males,1990,8.07,12.83,3.59
Deaths,Rate,Ambient ozone pollution,All causes,Albania,Age-standardized,Females,1990,2.79,4.60,1.01
Deaths,Rate,Ambient ozone pollution,All causes,North Macedonia,Age-standardized,Males,1990,4.32,6.92,1.95
Deaths,Rate,Ambient ozone pollution,All causes,North Macedonia,Age-standardized,Females,1990,2.69,4.51,1.24
Deaths,Rate,Ambient ozone pollution,All causes,Luxembourg,Age-standardized,Males,1990,2.45,4.35,0.94
Deaths,Rate,Ambient ozone pollution,All causes,Luxembourg,Age-standardized,Females,1990,0.70,1.27,0.26
Deaths,Rate,Ambient ozone pollution,All causes,Belarus,Age-standardized,Males,1990,4.60,7.91,1.78
Deaths,Rate,Ambient ozone pollution,All causes,Belarus,Age-standardized,Females,1990,1.54,2.87,0.46
Deaths,Rate,Ambient ozone pollution,All causes,Czechia,Age-standardized,Males,1990,2.80,4.57,1.23
Deaths,Rate,Ambient ozone pollution,All causes,Czechia,Age-standardized,Females,1990,0.78,1.35,0.35
Deaths,Rate,Ambient ozone pollution,All causes,Poland,Age-standardized,Males,1990,3.27,5.39,1.38
Deaths,Rate,Ambient ozone pollution,All causes,Poland,Age-standardized,Females,1990,0.74,1.25,0.32
Deaths,Rate,Ambient ozone pollution,All causes,Germany,Age-standardized,Males,1990,2.07,3.61,0.85
Deaths,Rate,Ambient ozone pollution,All causes,Germany,Age-standardized,Females,1990,0.59,1.03,0.24
Deaths,Rate,Ambient ozone pollution,All causes,Austria,Age-standardized,Males,1990,2.40,3.85,1.10
Deaths,Rate,Ambient ozone pollution,All causes,Austria,Age-standardized,Females,1990,0.79,1.31,0.35
Deaths,Rate,Ambient ozone pollution,All causes,Cyprus,Age-standardized,Males,1990,6.06,9.99,2.73
Deaths,Rate,Ambient ozone pollution,All causes,Cyprus,Age-standardized,Females,1990,4.44,7.66,1.55
Deaths,Rate,Ambient ozone pollution,All causes,Finland,Age-standardized,Males,1990,0.60,1.14,0.21
Deaths,Rate,Ambient ozone pollution,All causes,Finland,Age-standardized,Females,1990,0.11,0.22,0.04
Deaths,Rate,Ambient ozone pollution,All causes,Serbia,Age-standardized,Males,1990,3.99,6.52,1.81
Deaths,Rate,Ambient ozone pollution,All causes,Serbia,Age-standardized,Females,1990,1.82,3.07,0.82
Deaths,Rate,Ambient ozone pollution,All causes,San Marino,Age-standardized,Males,1990,2.68,4.42,1.07
Deaths,Rate,Ambient ozone pollution,All causes,San Marino,Age-standardized,Females,1990,1.37,2.31,0.54
Deaths,Rate,Ambient ozone pollution,All causes,Netherlands,Age-standardized,Males,1990,2.35,4.24,0.92
Deaths,Rate,Ambient ozone pollution,All causes,Netherlands,Age-standardized,Females,1990,0.59,1.08,0.23
Deaths,Rate,Ambient ozone pollution,All causes,Andorra,Age-standardized,Males,1990,3.78,7.11,1.37
Deaths,Rate,Ambient ozone pollution,All causes,Andorra,Age-standardized,Females,1990,1.03,1.98,0.35
Deaths,Rate,Ambient ozone pollution,All causes,Republic of Moldova,Age-standardized,Males,1990,6.99,10.94,3.18
Deaths,Rate,Ambient ozone pollution,All causes,Republic of Moldova,Age-standardized,Females,1990,2.71,4.52,1.05
Deaths,Rate,Ambient ozone pollution,All causes,Portugal,Age-standardized,Males,1990,1.75,3.02,0.73
Deaths,Rate,Ambient ozone pollution,All causes,Portugal,Age-standardized,Females,1990,0.66,1.18,0.27
Deaths,Rate,Ambient ozone pollution,All causes,Latvia,Age-standardized,Males,1990,1.03,1.88,0.36
Deaths,Rate,Ambient ozone pollution,All causes,Latvia,Age-standardized,Females,1990,0.26,0.47,0.09
Deaths,Rate,Ambient ozone pollution,All causes,Sweden,Age-standardized,Males,1990,0.61,1.11,0.23
Deaths,Rate,Ambient ozone pollution,All causes,Sweden,Age-standardized,Females,1990,0.25,0.45,0.09
Deaths,Rate,Ambient ozone pollution,All causes,Italy,Age-standardized,Males,1990,5.56,8.45,2.63
Deaths,Rate,Ambient ozone pollution,All causes,Italy,Age-standardized,Females,1990,1.57,2.43,0.72
Deaths,Rate,Ambient ozone pollution,All causes,Monaco,Age-standardized,Males,1990,3.00,5.62,0.77
Deaths,Rate,Ambient ozone pollution,All causes,Monaco,Age-standardized,Females,1990,1.02,2.08,0.25
Deaths,Rate,Ambient ozone pollution,All causes,Ukraine,Age-standardized,Males,1990,8.20,13.17,3.52
Deaths,Rate,Ambient ozone pollution,All causes,Ukraine,Age-standardized,Females,1990,2.45,4.13,0.90
Deaths,Rate,Ambient ozone pollution,All causes,Montenegro,Age-standardized,Males,1990,1.54,2.50,0.67
Deaths,Rate,Ambient ozone pollution,All causes,Montenegro,Age-standardized,Females,1990,0.48,0.86,0.21
Deaths,Rate,Ambient ozone pollution,All causes,Greece,Age-standardized,Males,1990,2.23,3.47,1.00
Deaths,Rate,Ambient ozone pollution,All causes,Greece,Age-standardized,Females,1990,1.31,2.16,0.58
Deaths,Rate,Ambient ozone pollution,All causes,Ireland,Age-standardized,Males,1990,2.64,4.79,1.01
Deaths,Rate,Ambient ozone pollution,All causes,Ireland,Age-standardized,Females,1990,1.14,2.15,0.41
Deaths,Rate,Ambient ozone pollution,All causes,Croatia,Age-standardized,Males,1990,3.12,5.06,1.42
